Calendar Year,Portal Year,Incident Cause Type,Incident Cause SubType,Serious Incident Flag,Significant Incident Flag,,# of Fatalities,# of Injuries,Total Property Damage,Total Property Damage-Cur Yr Dollars,Commodity Spilled Amount bbls,Net Spill bbls,System Sub Type,Serious Incident Flag,Serious Incident Flag,Serious Incident Flag,State Name
2013,7/8/21,INCORRECT OPERATION,OTHER INCORRECT OPERATION,No,Yes,1,0,0,88030,99258.49273,21,21,HAZARDOUS LIQUID,No,No,No,IOWA
2013,7/8/21,INCORRECT OPERATION,OTHER INCORRECT OPERATION,No,Yes,1,0,0,283000,319097.5059,100,65,HAZARDOUS LIQUID,No,No,No,KANSAS
2013,7/8/21,INCORRECT OPERATION,OTHER INCORRECT OPERATION,No,Yes,1,0,0,0,0,0,0,HAZARDOUS LIQUID,No,No,No,MINNESOTA
2013,7/8/21,INCORRECT OPERATION,OTHER INCORRECT OPERATION,No,Yes,1,0,0,1520,1713.880597,0.08,0.08,HAZARDOUS LIQUID,No,No,No,NEW JERSEY
2013,7/8/21,INCORRECT OPERATION,OTHER INCORRECT OPERATION,No,Yes,1,0,0,98287,110823.8041,5,0,HAZARDOUS LIQUID,No,No,No,NORTH DAKOTA
2013,7/8/21,INCORRECT OPERATION,OTHER INCORRECT OPERATION,No,Yes,1,0,0,325000,366454.7329,200,200,HAZARDOUS LIQUID,No,No,No,OKLAHOMA
2013,7/8/21,INCORRECT OPERATION,OTHER INCORRECT OPERATION,No,Yes,3,0,0,5500,6201.541634,80.1,0.1,HAZARDOUS LIQUID,No,No,No,TEXAS
2013,7/8/21,INCORRECT OPERATION,OTHER INCORRECT OPERATION,Yes,Yes,2,0,3,5000,5637.765122,0.1,0.1,HAZARDOUS LIQUID,Yes,Yes,Yes,TEXAS
2013,7/8/21,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,No,Yes,1,0,0,263660,297290.6304,133,20,HAZARDOUS LIQUID,No,No,No,CALIFORNIA
2013,7/8/21,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,No,Yes,1,0,0,17700,19957.68853,300,15,HAZARDOUS LIQUID,No,No,No,WYOMING
2013,7/8/21,INCORRECT OPERATION,PIPELINE/EQUIPMENT OVERPRESSURED,No,Yes,1,0,0,295030,332661.9688,0.1,0,HAZARDOUS LIQUID,No,No,No,ILLINOIS
2013,7/8/21,INCORRECT OPERATION,PIPELINE/EQUIPMENT OVERPRESSURED,No,Yes,1,0,0,321684,362715.7671,7.6,0,HAZARDOUS LIQUID,No,No,No,LOUISIANA
2013,7/8/21,INCORRECT OPERATION,PIPELINE/EQUIPMENT OVERPRESSURED,No,Yes,1,0,0,1552922,1751001.898,131.3,25.4,HAZARDOUS LIQUID,No,No,No,NORTH CAROLINA
2013,7/8/21,INCORRECT OPERATION,PIPELINE/EQUIPMENT OVERPRESSURED,No,Yes,1,0,0,785000,885129.1241,1100,0,HAZARDOUS LIQUID,No,No,No,TEXAS
2013,7/8/21,MATERIAL/WELD/EQUIP FAILURE,BODY OF PIPE,No,Yes,1,0,0,371417,418791.668,0,0,GAS DISTRIBUTION,No,No,No,NEW YORK
2013,7/8/21,MATERIAL/WELD/EQUIP FAILURE,BUTT WELD,No,Yes,1,0,0,304889,343745.5666,0,0,GAS DISTRIBUTION,No,No,No,NEW YORK
2013,7/8/21,MATERIAL/WELD/EQUIP FAILURE,COMPRESSOR OR COMPRESSOR-RELATED EQUIPMENT,No,Yes,1,0,0,82287,64306.99028,0,0,GAS TRANSMISSION,No,No,No,LOUISIANA
2013,7/8/21,MATERIAL/WELD/EQUIP FAILURE,COMPRESSOR OR COMPRESSOR-RELATED EQUIPMENT,No,Yes,1,0,0,7502188,8459049.221,0,0,GAS TRANSMISSION,No,No,No,TEXAS
2013,7/8/21,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",No,Yes,1,0,0,477034,537881.1294,0,0,GAS TRANSMISSION,No,No,No,KANSAS
2013,7/8/21,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",No,Yes,1,0,0,158544,178762.9517,0,0,GAS TRANSMISSION,No,No,No,LOUISIANA
2013,7/8/21,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",No,Yes,1,0,0,111842,125122.1362,0,0,GAS TRANSMISSION,No,No,No,MISSISSIPPI
2013,7/8/21,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",No,Yes,1,0,0,1425037,1605500.754,0,0,GAS TRANSMISSION,No,No,No,OCS
2013,7/8/21,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",No,Yes,1,0,0,229733,253013.6909,0,0,GAS TRANSMISSION,No,No,No,WISCONSIN
2013,7/8/21,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",No,Yes,1,0,0,427913,482494.5973,1.36,0,HAZARDOUS LIQUID,No,No,No,CALIFORNIA
2013,7/8/21,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",No,Yes,1,0,0,209666,236409.5324,18.18,18.18,HAZARDOUS LIQUID,No,No,No,IOWA
2013,7/8/21,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",No,Yes,1,0,0,286000,322480.165,1,1,HAZARDOUS LIQUID,No,No,No,LOUISIANA
2013,7/8/21,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",No,Yes,1,0,0,58324,65763.40259,16.43,16.43,HAZARDOUS LIQUID,No,No,No,MINNESOTA
2013,7/8/21,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",No,Yes,1,0,0,157221,177275.014,0.1,0.1,HAZARDOUS LIQUID,No,No,No,MISSISSIPPI
2013,7/8/21,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",No,Yes,1,0,0,67675,76307.15092,26,26,HAZARDOUS LIQUID,No,No,No,NEW MEXICO
2013,7/8/21,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",No,Yes,5,0,0,1733656,1954789.066,232.48,158,HAZARDOUS LIQUID,No,No,No,TEXAS
2013,7/8/21,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,No,Yes,1,0,0,199740,225217.4411,150,60,HAZARDOUS LIQUID,No,No,No,TEXAS
2013,7/8/21,MATERIAL/WELD/EQUIP FAILURE,ENVIRONMENTAL CRACKING-RELATED,No,Yes,1,0,0,1225547,1381858.128,0,0,GAS TRANSMISSION,No,No,No,LOUISIANA
2013,7/8/21,MATERIAL/WELD/EQUIP FAILURE,ENVIRONMENTAL CRACKING-RELATED,No,Yes,1,0,0,260692,283878.0852,0,0,GAS TRANSMISSION,No,No,No,WYOMING
2013,7/8/21,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,No,Yes,1,0,0,455000,477661.4635,0,0,GAS TRANSMISSION,No,No,No,PENNSYLVANIA
2013,7/8/21,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,No,Yes,1,0,0,190000,214235.0746,500,10,HAZARDOUS LIQUID,No,No,No,CALIFORNIA
2013,7/8/21,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,No,Yes,4,0,0,489874,552358.9103,10.7,10.7,HAZARDOUS LIQUID,No,No,No,TEXAS
2013,7/8/21,MATERIAL/WELD/EQUIP FAILURE,FUSION JOINT,No,Yes,1,0,0,98281,108592.5653,0,0,GAS DISTRIBUTION,No,No,No,MICHIGAN
2013,7/8/21,MATERIAL/WELD/EQUIP FAILURE,FUSION JOINT,Yes,Yes,1,0,1,143194,161391.5456,0,0,GAS DISTRIBUTION,Yes,Yes,Yes,TEXAS
2013,7/8/21,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,No,Yes,1,0,0,97769,110166.9004,0,0,GAS DISTRIBUTION,No,No,No,WEST VIRGINIA
2013,7/8/21,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,No,Yes,1,0,0,282157,220637.4239,0,0,GAS TRANSMISSION,No,No,No,CALIFORNIA
2013,7/8/21,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,No,Yes,1,0,0,88000,68704.91803,0,0,GAS TRANSMISSION,No,No,No,MISSISSIPPI
2013,7/8/21,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,No,Yes,1,0,0,88817,69342.78074,0,0,GAS TRANSMISSION,No,No,No,NEW YORK
2013,7/8/21,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,No,Yes,1,0,0,208506,163440.5087,0,0,GAS TRANSMISSION,No,No,No,NORTH DAKOTA
2013,7/8/21,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,No,Yes,1,0,0,109402,85414.26639,0,0,GAS TRANSMISSION,No,No,No,PENNSYLVANIA
2013,7/8/21,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,No,Yes,1,0,0,96650,75510.32148,0,0,GAS TRANSMISSION,No,No,No,TENNESSEE
2013,7/8/21,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,No,Yes,1,0,0,177330,139003.1217,0,0,GAS TRANSMISSION,No,No,No,UTAH
2013,7/8/21,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,No,Yes,3,0,0,457753,516140.7796,10.47,10.23,HAZARDOUS LIQUID,No,No,No,IOWA
2013,7/8/21,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,No,Yes,1,0,0,675000,761098.2914,0,0,HAZARDOUS LIQUID,No,No,No,LOUISIANA
2013,7/8/21,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,No,Yes,1,0,0,1996000,2250595.837,535,0,HAZARDOUS LIQUID,No,No,No,OKLAHOMA
2013,7/8/21,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,No,Yes,3,0,0,1154270,1301500.629,50.11,0.11,HAZARDOUS LIQUID,No,No,No,TEXAS
2013,7/8/21,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,No,Yes,3,0,0,7252806,8171463.211,0,0,GAS TRANSMISSION,No,No,No,LOUISIANA
2013,7/8/21,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,No,Yes,1,0,0,987135,786114.6575,0,0,GAS TRANSMISSION,No,No,No,MISSISSIPPI
2013,7/8/21,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,No,Yes,1,0,0,496500,490467.0127,0,0,GAS TRANSMISSION,No,No,No,NEBRASKA
2013,7/8/21,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,No,Yes,1,0,0,91300000,102945591.1,3190,1090,HAZARDOUS LIQUID,No,No,No,ARKANSAS
2013,7/8/21,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,No,Yes,2,0,0,857500,966876.7184,18401.36,18400.61,HAZARDOUS LIQUID,No,No,No,ILLINOIS
2013,7/8/21,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,No,Yes,1,0,0,1317928,1486033.702,0,0,HAZARDOUS LIQUID,No,No,No,LOUISIANA
2013,7/8/21,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,No,Yes,1,0,0,325409,366915.9021,2.39,1.39,HAZARDOUS LIQUID,No,No,No,MICHIGAN
2013,7/8/21,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,No,Yes,5,0,0,2006088,2261970.592,4.99,0,HAZARDOUS LIQUID,No,No,No,NORTH DAKOTA
2013,7/8/21,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,No,Yes,1,0,0,36776,41466.89002,17.8,17.8,HAZARDOUS LIQUID,No,No,No,OKLAHOMA
2013,7/8/21,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,No,Yes,1,0,0,225400,254150.4517,12.5,0,HAZARDOUS LIQUID,No,No,No,PENNSYLVANIA
2013,7/8/21,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,No,Yes,1,0,0,247530,279040.7734,0,0,GAS GATHERING,No,No,No,OCS
2013,7/8/21,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,No,Yes,1,0,0,365571,412024.8513,0,0,GAS TRANSMISSION,No,No,No,LOUISIANA
2013,7/8/21,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,No,Yes,1,0,0,408875,431939.1079,0,0,GAS TRANSMISSION,No,No,No,OKLAHOMA
2013,7/8/21,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,No,Yes,1,0,0,212549,239660.2678,0.2,0,HAZARDOUS LIQUID,No,No,No,INDIANA
2013,7/8/21,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,No,Yes,1,0,0,105005,118398.7053,0.01,0.01,HAZARDOUS LIQUID,No,No,No,KANSAS
2013,7/8/21,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,No,Yes,1,0,0,40300,45440.38688,9,9,HAZARDOUS LIQUID,No,No,No,LOUISIANA
2013,7/8/21,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,No,Yes,2,0,0,118710,133851.8195,3.16,0,HAZARDOUS LIQUID,No,No,No,OKLAHOMA
2013,7/8/21,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,No,Yes,1,0,0,30000,33826.59073,97.52,97.52,HAZARDOUS LIQUID,No,No,No,TEXAS
2013,7/8/21,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,No,Yes,1,0,0,283170,318938.9064,0,0,GAS TRANSMISSION,No,No,No,LOUISIANA
2013,7/8/21,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,No,Yes,1,0,0,1743000,1965324.921,30,0,HAZARDOUS LIQUID,No,No,No,ILLINOIS
2013,7/8/21,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,No,Yes,1,0,0,836469,943163.1507,160,0,HAZARDOUS LIQUID,No,No,No,INDIANA
2013,7/8/21,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,No,Yes,1,0,0,2020,2277.657109,5,5,HAZARDOUS LIQUID,No,No,No,LOUISIANA
2013,7/8/21,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,No,Yes,1,0,0,17900,20183.19914,118,0,HAZARDOUS LIQUID,No,No,No,NORTH DAKOTA
2013,7/8/21,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,No,Yes,1,0,0,136000,153347.2113,4,0,HAZARDOUS LIQUID,No,No,No,OKLAHOMA
2013,7/8/21,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,No,Yes,3,0,0,323559,364829.929,234.88,14.88,HAZARDOUS LIQUID,No,No,No,TEXAS
2013,7/8/21,MATERIAL/WELD/EQUIP FAILURE,OTHER PIPE/WELD/JOINT FAILURE,No,Yes,1,0,0,180205,202772.7803,0,0,GAS DISTRIBUTION,No,No,No,CONNECTICUT
2013,7/8/21,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,No,Yes,3,0,0,47523,53584.70238,463.8,83.8,HAZARDOUS LIQUID,No,No,No,KANSAS
2013,7/8/21,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,No,Yes,1,0,0,515800,581591.85,3500,0,HAZARDOUS LIQUID,No,No,No,NEW MEXICO
2013,7/8/21,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,No,Yes,2,0,0,1252279,1412010.974,172.5,12.5,HAZARDOUS LIQUID,No,No,No,TEXAS
2013,7/8/21,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,No,Yes,1,0,0,5500,6201.541634,135,5,HAZARDOUS LIQUID,No,No,No,WYOMING
2013,7/8/21,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,No,Yes,1,0,0,282683,318702.6155,0,0,GAS GATHERING,No,No,No,OCS
2013,7/8/21,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,No,Yes,1,0,0,189874,148311.154,0,0,GAS TRANSMISSION,No,No,No,MINNESOTA
2013,7/8/21,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,No,Yes,1,0,0,105334,94225.2033,0,0,GAS TRANSMISSION,No,No,No,OKLAHOMA
2013,7/8/21,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,No,Yes,1,0,0,544030,613421.2846,0,0,GAS TRANSMISSION,No,No,No,WASHINGTON
2013,7/8/21,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,No,Yes,1,0,0,1118000,1260604.281,190.76,50.76,HAZARDOUS LIQUID,No,No,No,MISSISSIPPI
2013,7/8/21,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,No,Yes,1,0,0,200100,225623.3602,0.24,0.07,HAZARDOUS LIQUID,No,No,No,MISSOURI
2013,7/8/21,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,No,Yes,3,0,0,1347632,1519526.537,314.1,140,HAZARDOUS LIQUID,No,No,No,TEXAS
2013,7/8/21,MATERIAL/WELD/EQUIP FAILURE,VALVE,No,Yes,2,0,0,1008770,1137434.728,0,0,GAS DISTRIBUTION,No,No,No,NEW YORK
2013,7/8/21,NATURAL FORCE DAMAGE,EARTH MOVEMENT,No,Yes,1,0,0,183005,206342.639,0,0,GAS DISTRIBUTION,No,No,No,COLORADO
2013,7/8/21,NATURAL FORCE DAMAGE,EARTH MOVEMENT,No,Yes,1,0,0,632000,712613.5114,0,0,GAS DISTRIBUTION,No,No,No,MASSACHUSETTS
2013,7/8/21,NATURAL FORCE DAMAGE,EARTH MOVEMENT,No,Yes,1,0,0,1985787,2239080.138,411,400,HAZARDOUS LIQUID,No,No,No,MONTANA
2013,7/8/21,NATURAL FORCE DAMAGE,EARTH MOVEMENT,No,Yes,1,0,0,627734,707803.3702,0.76,0,HAZARDOUS LIQUID,No,No,No,TEXAS
2013,7/8/21,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,No,Yes,1,0,0,662973,743905.0144,0,0,GAS TRANSMISSION,No,No,No,NEW YORK
2013,7/8/21,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,No,Yes,1,0,0,250847,282573.818,0,0,GAS TRANSMISSION,No,No,No,WASHINGTON
2013,7/8/21,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,No,Yes,1,0,0,590596,665928.306,2491,2491,HAZARDOUS LIQUID,No,No,No,NEW MEXICO
2013,7/8/21,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,No,Yes,1,0,0,4917350,5544572.864,11405,11405,HAZARDOUS LIQUID,No,No,No,WEST VIRGINIA
2013,7/8/21,NATURAL FORCE DAMAGE,LIGHTNING,No,Yes,1,0,0,16986690,19153393.68,20600,14744,HAZARDOUS LIQUID,No,No,No,NORTH DAKOTA
2013,7/8/21,NATURAL FORCE DAMAGE,OTHER NATURAL FORCE DAMAGE,No,Yes,1,0,0,146972,163616.6754,0,0,GAS TRANSMISSION,No,No,No,FLORIDA
2013,7/8/21,NATURAL FORCE DAMAGE,OTHER NATURAL FORCE DAMAGE,No,Yes,1,0,0,2339727,2638110.418,0,0,GAS TRANSMISSION,No,No,No,OKLAHOMA
2013,7/8/21,NATURAL FORCE DAMAGE,OTHER NATURAL FORCE DAMAGE,Yes,Yes,1,1,1,90887,102430.6639,0,0,GAS DISTRIBUTION,Yes,Yes,Yes,KENTUCKY
2013,7/8/21,NATURAL FORCE DAMAGE,TEMPERATURE,No,Yes,1,0,0,224259,252863.9137,15,2,HAZARDOUS LIQUID,No,No,No,IDAHO
2013,7/8/21,NATURAL FORCE DAMAGE,TEMPERATURE,No,Yes,1,0,0,280122,315852.4083,50,0,HAZARDOUS LIQUID,No,No,No,ILLINOIS
2013,7/8/21,NATURAL FORCE DAMAGE,TEMPERATURE,No,Yes,2,0,0,390678,440510.1604,33.93,0,HAZARDOUS LIQUID,No,No,No,MINNESOTA
2013,7/8/21,OTHER OUTSIDE FORCE DAMAGE,ELECTRICAL ARCING FROM OTHER EQUIPMENT/FACILITY,No,Yes,1,0,0,136253,153592.5985,0,0,GAS DISTRIBUTION,No,No,No,NEW YORK
2013,7/8/21,OTHER OUTSIDE FORCE DAMAGE,ELECTRICAL ARCING FROM OTHER EQUIPMENT/FACILITY,No,Yes,1,0,0,145004,163498.3115,0,0,GAS TRANSMISSION,No,No,No,KANSAS
2013,7/8/21,OTHER OUTSIDE FORCE DAMAGE,ELECTRICAL ARCING FROM OTHER EQUIPMENT/FACILITY,No,Yes,1,0,0,3107125,3503448.191,10,5,HAZARDOUS LIQUID,No,No,No,CALIFORNIA
2013,7/8/21,OTHER OUTSIDE FORCE DAMAGE,ELECTRICAL ARCING FROM OTHER EQUIPMENT/FACILITY,No,Yes,1,0,0,5928050,6684190.706,539,0,HAZARDOUS LIQUID,No,No,No,INDIANA
2013,7/8/21,OTHER OUTSIDE FORCE DAMAGE,ELECTRICAL ARCING FROM OTHER EQUIPMENT/FACILITY,Yes,Yes,1,0,2,6020,6780.9329,0,0,GAS DISTRIBUTION,Yes,Yes,Yes,NEW YORK
2013,7/8/21,OTHER OUTSIDE FORCE DAMAGE,FISHING OR MARITIME ACTIVITY,No,Yes,1,0,0,311120,350773.0836,0,0,GAS TRANSMISSION,No,No,No,LOUISIANA
2013,7/8/21,OTHER OUTSIDE FORCE DAMAGE,FISHING OR MARITIME ACTIVITY,Yes,Yes,1,1,0,10262149,11571117.14,23702,23702,HAZARDOUS LIQUID,Yes,Yes,Yes,LOUISIANA
2013,7/8/21,OTHER OUTSIDE FORCE DAMAGE,MARITIME EQUIPMENT OR VESSEL ADRIFT,No,Yes,1,0,0,130300,146920.1591,3,2,HAZARDOUS LIQUID,No,No,No,LOUISIANA
2013,7/8/21,OTHER OUTSIDE FORCE DAMAGE,OTHER OUTSIDE FORCE DAMAGE,No,Yes,1,0,0,501000,564557.2499,0,0,GAS DISTRIBUTION,No,No,No,CALIFORNIA
2013,7/8/21,OTHER OUTSIDE FORCE DAMAGE,OTHER OUTSIDE FORCE DAMAGE,No,Yes,1,0,0,305600,344580.2042,0,0,GAS DISTRIBUTION,No,No,No,NEW JERSEY
2013,7/8/21,OTHER OUTSIDE FORCE DAMAGE,OTHER OUTSIDE FORCE DAMAGE,No,Yes,1,0,0,369952,416440.97,0,0,GAS TRANSMISSION,No,No,No,OCS
2013,7/8/21,OTHER OUTSIDE FORCE DAMAGE,OTHER OUTSIDE FORCE DAMAGE,No,Yes,1,0,0,929369,1047912.827,253,253,HAZARDOUS LIQUID,No,No,No,IOWA
2013,7/8/21,OTHER OUTSIDE FORCE DAMAGE,OTHER OUTSIDE FORCE DAMAGE,No,Yes,1,0,0,273100,307934.731,1.3,0,HAZARDOUS LIQUID,No,No,No,MISSOURI
2013,7/8/21,OTHER OUTSIDE FORCE DAMAGE,OTHER OUTSIDE FORCE DAMAGE,No,Yes,1,0,0,254899,287412.1384,0.07,0,HAZARDOUS LIQUID,No,No,No,NEW YORK
2013,7/8/21,OTHER OUTSIDE FORCE DAMAGE,OTHER OUTSIDE FORCE DAMAGE,Yes,Yes,1,0,1,2803,3152.554375,0,0,GAS DISTRIBUTION,Yes,Yes,Yes,ARIZONA
2013,7/8/21,OTHER OUTSIDE FORCE DAMAGE,OTHER OUTSIDE FORCE DAMAGE,Yes,Yes,1,0,1,40100,45180.19474,0,0,GAS DISTRIBUTION,Yes,Yes,Yes,TEXAS
2013,7/8/21,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,No,Yes,1,0,0,802700,905017.4496,0,0,GAS DISTRIBUTION,No,No,No,CALIFORNIA
2013,7/8/21,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,No,Yes,1,0,0,127830,144098.3407,0,0,GAS DISTRIBUTION,No,No,No,FLORIDA
2013,7/8/21,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,No,Yes,2,0,0,498700,562241.3302,0,0,GAS DISTRIBUTION,No,No,No,ILLINOIS
2013,7/8/21,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,No,Yes,1,0,0,81173,69444.08981,0,0,GAS DISTRIBUTION,No,No,No,INDIANA
2013,7/8/21,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,No,Yes,1,0,0,100575,113394.975,0,0,GAS DISTRIBUTION,No,No,No,NEW YORK
2013,7/8/21,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,No,Yes,1,0,0,110934,125048.2452,0,0,GAS DISTRIBUTION,No,No,No,PENNSYLVANIA
2013,7/8/21,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,No,Yes,1,0,0,505113,569539.2631,0,0,GAS DISTRIBUTION,No,No,No,TENNESSEE
2013,7/8/21,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,No,Yes,1,0,0,105650,119073.9547,0,0,GAS DISTRIBUTION,No,No,No,TEXAS
2013,7/8/21,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,No,Yes,1,0,0,210000,233317.9819,0,0,GAS TRANSMISSION,No,No,No,CALIFORNIA
2013,7/8/21,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,No,Yes,1,0,0,151935,170643.6811,0,0,GAS TRANSMISSION,No,No,No,MICHIGAN
2013,7/8/21,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,Yes,Yes,1,0,3,47220,53230.22164,0,0,GAS DISTRIBUTION,Yes,Yes,Yes,ALABAMA
2013,7/8/21,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,Yes,Yes,1,0,1,73512,82884.51614,0,0,GAS DISTRIBUTION,Yes,Yes,Yes,NEBRASKA
2013,7/8/21,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,Yes,Yes,1,0,2,45313,51020.32579,0,0,GAS DISTRIBUTION,Yes,Yes,Yes,TEXAS
