IYEAR,OPERATOR_ID,NAME,LOCAL_DATETIME,LOCATION_LATITUDE,LOCATION_LONGITUDE,COMMODITY_RELEASED_TYPE,COMMODITY_SUBTYPE,COMMODITY_DETAILS,UNINTENTIONAL_RELEASE_BBLS,INTENTIONAL_RELEASE_BBLS,RECOVERED_BBLS,FATAL,INJURE,SHUTDOWN_DUE_ACCIDENT_IND,SHUTDOWN_EXPLAIN,SHUTDOWN_DATETIME,RESTART_DATETIME,NUM_PUB_EVACUATED,INCIDENT_IDENTIFIED_DATETIME,LOCATION_TYPE,INCIDENT_AREA_TYPE,INSTALLATION_YEAR,MATERIAL_INVOLVED,RELEASE_TYPE,PUNCTURE_AXIAL,PUNCTURE_CIRCUM,LEAK_TYPE,LEAK_TYPE_OTHER,WILDLIFE_IMPACT_IND,SOIL_CONTAMINATION,LONG_TERM_ASSESSMENT,REMEDIATION_IND,SOIL_REMED_IND,WATER_CONTAM_IND,OTHER_POP_IND,OTHER_POP_YES_NO,USA_DRINKING_IND,USA_DRINKING_YES_NO,EST_COST_GAS_RELEASED,EST_COST_PROP_DAMAGE,EST_COST_EMERGENCY,EST_COST_ENVIRONMENTAL,EST_COST_OTHER,PART_C_QUESTION_2_IND,CAUSE,CAUSE_DETAILS
2015,18718,SUNOCO PIPELINE L.P.,7/26/15 9:00,29.9774,-94.05766,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,1,,1,,,NO,TANK MANWAY BOLTS WERE RETORQUED TO STOP SEEPAGE.,,,0,7/26/15 9:00,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,"TANK, INCLUDING ATTACHED APPURTENANCES",1947,CARBON STEEL,LEAK,,,CONNECTION FAILURE,,NO,YES,NO,YES,YES,NO,,,,,0,0,1000,4000,0,NO,EQUIPMENT FAILURE,THREADED CONNECTION/COUPLING FAILURE
2015,2552,COLONIAL PIPELINE CO,7/24/15 14:15,29.71897,-95.1793,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,1.9,,1.9,,,YES,,7/24/15 14:18,7/24/15 15:20,0,7/24/15 14:18,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,UNDERGROUND,1985,MATERIAL OTHER THAN CARBON STEEL,OTHER,,,,,NO,YES,NO,NO,,NO,,,,,240,0,4760,0,0,NO,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY OPERATOR'S CONTRACTOR (SECOND PARTY)
2015,32109,"ONEOK NGL PIPELINE, LLC",7/22/15 18:57,32.603333,-98.114722,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),,5,5,0,,,YES,,7/22/15 19:10,7/25/15 3:20,0,7/22/15 18:57,PIPELINE RIGHT-OF-WAY,UNDERGROUND,2010,CARBON STEEL,LEAK,,,PINHOLE,,NO,YES,NO,YES,YES,NO,YES,YES,YES,NO,135,144000,2500,3340,0,YES,EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE
2015,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",7/22/15 13:25,46.689722,-92.060556,CRUDE OIL,,,13.9,,13.9,,,YES,,7/22/15 13:30,7/23/15 4:55,0,7/22/15 13:25,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,UNDERGROUND,2000,CARBON STEEL,LEAK,,,CRACK,,NO,YES,NO,NO,,NO,YES,YES,YES,YES,650,207262,26178,47750,0,NO,NATURAL FORCE DAMAGE,TEMPERATURE
2015,20202,ULTRAMAR INC,7/22/15 11:00,33.804707,-118.222597,CRUDE OIL,,,264,,56,,,NO,PIPELINE WAS ALREADY DOWN AT THE TIME OF DISCOVERY,,,0,7/22/15 12:00,PIPELINE RIGHT-OF-WAY,UNDERGROUND,1992,CARBON STEEL,LEAK,,,PINHOLE,,NO,YES,NO,YES,YES,NO,,,,,27720,0,0,267152,0,YES,CORROSION FAILURE,INTERNAL CORROSION
2015,32099,ENERGY TRANSFER COMPANY,7/20/15 20:58,31.1931,-102.9898,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),,27,0,0,,,YES,,7/20/15 20:58,7/20/15 23:52,0,7/20/15 20:58,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,2008,CARBON STEEL,LEAK,,,CRACK,,NO,NO,NO,NO,,NO,,,,,200,100,300,0,0,NO,EQUIPMENT FAILURE,THREADED CONNECTION/COUPLING FAILURE
2015,31448,ENBRIDGE PIPELINES (TOLEDO) INC,7/20/15 12:50,41.67284,-83.45352,CRUDE OIL,,,6.02,,6.02,,,YES,,7/20/15 12:50,7/20/15 17:25,0,7/20/15 12:50,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,1999,CARBON STEEL,LEAK,,,CRACK,,NO,YES,NO,NO,,NO,,,,,242,300,60642,25780,0,NO,CORROSION FAILURE,INTERNAL CORROSION
2015,31888,CENTURION PIPELINE L.P.,7/20/15 7:45,34.89285,-99.03776,CRUDE OIL,,,400,,300,,,YES,,7/20/15 3:20,7/21/15 9:05,0,7/20/15 2:55,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,UNDERGROUND,1968,CARBON STEEL,LEAK,,,SEAL OR PACKING,,NO,YES,NO,YES,YES,NO,,,,,7250,55000,20000,100000,0,YES,CORROSION FAILURE,INTERNAL CORROSION
2015,39440,DOUBLE H,7/20/15 7:30,42.133334,-104.425221,CRUDE OIL,,,145,,139.42,,,YES,,7/20/15 7:30,7/22/15 20:15,0,7/20/15 7:30,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,2014,CARBON STEEL,OVERFILL OR OVERFLOW,,,,,NO,YES,NO,YES,YES,NO,,,,,6123,10000,198724,81875,0,NO,INCORRECT OPERATION,"TANK, VESSEL, OR SUMP/SEPARATOR ALLOWED OR CAUSED TO OVERFILL OR OVERFLOW"
2015,31618,ENTERPRISE PRODUCTS OPERATING LLC,7/20/15 0:30,29.9944083,-90.386475,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,OTHER HVL,PROPANE/PROPYLENE MIX,0.6,0,0,,,YES,,7/20/15 0:30,7/20/15 9:00,0,7/20/15 0:30,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,1966,CARBON STEEL,OTHER,,,,,NO,NO,NO,NO,,NO,,,,,20,100,0,0,0,YES,EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT
2015,18718,SUNOCO PIPELINE L.P.,7/16/15 11:00,34.81979,-97.44566,CRUDE OIL,,,1,,1,,,YES,,7/16/15 11:00,7/16/15 18:00,0,7/16/15 11:00,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,1960,CARBON STEEL,OVERFILL OR OVERFLOW,,,,,NO,NO,NO,NO,,NO,,,YES,YES,50,750,2000,0,0,NO,INCORRECT OPERATION,"TANK, VESSEL, OR SUMP/SEPARATOR ALLOWED OR CAUSED TO OVERFILL OR OVERFLOW"
2015,31720,"EXPRESS HOLDINGS (USA), LLC",7/16/15 2:20,42.864441,-106.408738,CRUDE OIL,,,162,,162,,,YES,,7/16/15 0:58,7/16/15 9:34,0,7/16/15 0:23,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,UNDERGROUND,1957,CARBON STEEL,LEAK,,,OTHER,THROUGHWALL CORROSION,NO,YES,NO,NO,,NO,,,,,850,35000,65000,0,1500,NO,CORROSION FAILURE,INTERNAL CORROSION
2015,30829,ENTERPRISE CRUDE PIPELINE LLC,7/15/15 14:00,31.76285,-102.34579,CRUDE OIL,,,10,,10,,,YES,,7/15/15 14:00,7/15/15 20:00,0,7/15/15 14:00,PIPELINE RIGHT-OF-WAY,UNDERGROUND,2010,CARBON STEEL,LEAK,,,PINHOLE,,NO,YES,NO,YES,YES,NO,,,,,500,19281,0,0,0,YES,CORROSION FAILURE,INTERNAL CORROSION
2015,32080,"CCPS TRANSPORTATION, LLC",7/15/15 8:34,39.411914,-92.842889,CRUDE OIL,,,1,,1,,,NO,OCCURRED DURING A SCHEDULED SHUTDOWN,,,0,7/15/15 8:34,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,1951,CARBON STEEL,LEAK,,,SEAL OR PACKING,,NO,YES,NO,NO,,NO,,,,,20,100,20000,30000,0,NO,EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE
2015,32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",7/15/15 8:09,32.71949,-104.181559,CRUDE OIL,,,1.43,,0,,,YES,,7/15/15 8:09,7/15/15 10:20,0,7/15/15 8:09,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,2014,CARBON STEEL,LEAK,,,OTHER,DIAPHRAGM FAILED,NO,YES,NO,YES,YES,NO,,,,,83,2500,2500,15000,0,NO,EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE
2015,300,"PLAINS PIPELINE, L.P.",7/14/15 19:57,29.94075,-89.9367,CRUDE OIL,,,0.6,,0.6,,,YES,,7/14/15 19:10,7/15/15 1:08,0,7/14/15 19:57,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,2015,CARBON STEEL,OVERFILL OR OVERFLOW,,,,,NO,YES,NO,NO,,NO,,,YES,YES,0,25000,0,5000,5000,NO,INCORRECT OPERATION,"TANK, VESSEL, OR SUMP/SEPARATOR ALLOWED OR CAUSED TO OVERFILL OR OVERFLOW"
2015,32537,WYOMING PIPELINE COMPANY,7/13/15 17:00,43.6666,-105.06791,CRUDE OIL,,,2,,2,,,NO,CRUDE OIL CAME OUT THROUGH TANK VENTS AND RAN DOWN SIDE,,,0,7/13/15 17:00,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,"TANK, INCLUDING ATTACHED APPURTENANCES",2012,CARBON STEEL,OVERFILL OR OVERFLOW,,,,,NO,YES,NO,YES,YES,NO,,,,,84,1000,7185,1330,1600,NO,EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT
2015,26049,"COUNTRYMARK REFINING AND LOGISTICS, LLC",7/13/15 9:19,38.28366,-87.94086,CRUDE OIL,,,51.5,,40,,,YES,,7/13/15 10:58,10/28/15 16:40,0,7/13/15 10:30,PIPELINE RIGHT-OF-WAY,UNDERGROUND,1985,CARBON STEEL,LEAK,,,CRACK,,NO,NO,NO,NO,,YES,,,,,2331,1072650,518755,46355,0,YES,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS
2015,2190,CENTRAL FLORIDA PIPELINE CORP,7/12/15 15:55,28.0684416,-81.785888,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,0.96,,0.96,,,YES,,7/12/15 15:57,7/13/15 9:57,0,7/12/15 15:55,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,,MATERIAL OTHER THAN CARBON STEEL,LEAK,,,PINHOLE,,NO,YES,NO,NO,,NO,,,,,65,300,37000,0,0,NO,NATURAL FORCE DAMAGE,LIGHTNING
2015,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",7/12/15 8:00,40.52243,-74.25384,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,1.79,,1.79,,,YES,,7/12/15 8:01,7/12/15 11:00,0,7/12/15 8:00,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,2005,CARBON STEEL,OTHER,,,,,NO,NO,NO,NO,,NO,YES,YES,,,0,300,0,20000,0,NO,EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT
2015,39043,"TALLGRASS PONY EXPRESS PIPELINE, LLC",7/11/15 10:56,36.011954,-96.74166,CRUDE OIL,,,0.5,,0.5,,,YES,,7/11/15 11:20,7/11/15 18:30,0,7/11/15 10:56,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,"TANK, INCLUDING ATTACHED APPURTENANCES",2014,CARBON STEEL,OVERFILL OR OVERFLOW,,,,,NO,YES,YES,YES,YES,NO,,,,,25,1000,1800,1000,0,NO,INCORRECT OPERATION,"TANK, VESSEL, OR SUMP/SEPARATOR ALLOWED OR CAUSED TO OVERFILL OR OVERFLOW"
2015,300,"PLAINS PIPELINE, L.P.",7/10/15 7:29,38.832199,-89.597838,CRUDE OIL,,,100,,56,,,YES,,7/10/15 7:47,7/18/15 9:21,0,7/10/15 7:44,"ORIGINATED ON OPERATOR-CONTROLLED PROPERTY, BUT THEN FLOWED OR MIGRATED OFF THE PROPERTY",ABOVEGROUND,1993,MATERIAL OTHER THAN CARBON STEEL,LEAK,,,CONNECTION FAILURE,,NO,YES,NO,YES,YES,YES,,,YES,YES,5000,50,5745840,200000,200000,NO,EQUIPMENT FAILURE,DEFECTIVE OR LOOSE TUBING OR FITTING
2015,32537,WYOMING PIPELINE COMPANY,7/9/15 9:30,43.4625,-104.226944,CRUDE OIL,,,30,,30,,,NO,BUCK CREEK LINE NOT IN OPERATION.,,,0,7/9/15 9:30,PIPELINE RIGHT-OF-WAY,ABOVEGROUND,1949,CARBON STEEL,LEAK,,,PINHOLE,,NO,NO,NO,YES,YES,NO,,,,,1200,5000,7185,3460,0,NO,CORROSION FAILURE,EXTERNAL CORROSION
2015,18718,SUNOCO PIPELINE L.P.,7/9/15 9:00,32.08342,-96.4072,CRUDE OIL,,,4.5,,0,,,YES,,7/9/15 10:45,7/12/15 10:45,0,7/9/15 9:00,PIPELINE RIGHT-OF-WAY,UNDERGROUND,1952,CARBON STEEL,LEAK,,,PINHOLE,,NO,YES,NO,YES,YES,NO,,,,,225,16451,20000,5000,0,YES,CORROSION FAILURE,EXTERNAL CORROSION
2015,22442,WEST TEXAS GULF PIPELINE CO,7/7/15 13:55,32.49804,-98.63654,CRUDE OIL,,,0.24,,0,,,NO,PIPING ISOLATED VIA VALVE REALIGNMENT.,,,0,7/7/15 13:55,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,2014,MATERIAL OTHER THAN CARBON STEEL,LEAK,,,CONNECTION FAILURE,,NO,YES,NO,YES,YES,NO,,,,,250,15000,1000,1000,0,NO,EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE
2015,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",7/7/15 9:00,29.72979,-95.22212,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GASOLINE (NON-ETHANOL),,0.1,,0.1,,,YES,,7/7/15 9:00,9/14/15 13:00,0,7/7/15 9:00,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,"TANK, INCLUDING ATTACHED APPURTENANCES",1974,CARBON STEEL,LEAK,,,CRACK,,NO,YES,NO,YES,YES,NO,YES,YES,YES,YES,7,350000,0,0,0,NO,CORROSION FAILURE,INTERNAL CORROSION
2015,31174,"SHELL PIPELINE CO., L.P.",7/7/15 7:30,30.47386943,-91.04321944,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GASOLINE (NON-ETHANOL),,1,,1,,,YES,,7/7/15 7:33,7/7/15 13:15,75,7/7/15 7:30,"ORIGINATED ON OPERATOR-CONTROLLED PROPERTY, BUT THEN FLOWED OR MIGRATED OFF THE PROPERTY",ABOVEGROUND,2014,CARBON STEEL,LEAK,,,OTHER,BODY VENT BLEEDER,NO,YES,NO,NO,,NO,,,,,0,60000,35000,5000,0,YES,INCORRECT OPERATION,"VALVE LEFT OR PLACED IN WRONG POSITION, BUT NOT RESULTING IN A TANK, VESSEL, OR SUMP/SEPARATOR OVERFLOW OR FACILITY OVERPRESSURE"
2015,2552,COLONIAL PIPELINE CO,7/6/15 8:00,37.66330708,-78.23750439,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),,0.12,,0.12,,,NO,THERE WAS NO IMPACT ON OPERATION OF THE PIPELINE,,,0,7/6/15 8:00,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,UNDERGROUND,1997,CARBON STEEL,LEAK,,,SEAL OR PACKING,,NO,NO,NO,NO,,NO,,,,,15,3000,30000,0,1000,NO,EQUIPMENT FAILURE,"FAILURE OF EQUIPMENT BODY (EXCEPT PUMP), TANK PLATE, OR OTHER MATERIAL"
2015,39440,DOUBLE H,7/5/15 12:53,47.805537,-104.485472,CRUDE OIL,,,1.5,,1.5,,,YES,,7/5/15 12:53,7/6/15 16:00,0,7/5/15 12:53,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,2014,CARBON STEEL,LEAK,,,CRACK,,NO,NO,NO,NO,,NO,,,,,140,1125,0,90,0,YES,EQUIPMENT FAILURE,THREADED CONNECTION/COUPLING FAILURE
2015,31476,ROSE ROCK MIDSTREAM L.P.,7/2/15 10:56,37.68779,-98.40713,CRUDE OIL,,,0.5,,0.5,,,YES,,7/2/15 11:35,7/3/15 11:00,0,7/2/15 10:56,PIPELINE RIGHT-OF-WAY,UNDERGROUND,1934,CARBON STEEL,LEAK,,,PINHOLE,,NO,YES,NO,NO,,NO,,,,,20,8000,2500,2000,0,YES,CORROSION FAILURE,INTERNAL CORROSION
2015,31684,PHILLIPS 66 PIPELINE LLC,6/30/15 13:15,41.800416,-107.109865,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,"DIESEL, FUEL OIL, KEROSENE, JET FUEL",,260,,260,,,YES,,6/30/15 13:15,7/2/15 15:23,0,6/30/15 13:03,PIPELINE RIGHT-OF-WAY,UNDERGROUND,1960,CARBON STEEL,MECHANICAL PUNCTURE,6,3,,,NO,YES,NO,NO,,NO,,,,,32760,12087,0,0,0,YES,OTHER OUTSIDE FORCE DAMAGE,"NEARBY INDUSTRIAL, MAN-MADE, OR OTHER FIRE/EXPLOSION AS PRIMARY CAUSE OF INCIDENT"
2015,31574,"WESTERN REFINING PIPELINE, LLC",6/30/15 12:55,35.5314135,-108.210311,CRUDE OIL,,,682,,682,,,YES,,6/30/15 13:21,7/1/15 7:15,0,6/30/15 13:20,"ORIGINATED ON OPERATOR-CONTROLLED PROPERTY, BUT THEN FLOWED OR MIGRATED OFF THE PROPERTY",UNDERGROUND,1973,CARBON STEEL,MECHANICAL PUNCTURE,13,9,,,NO,YES,NO,YES,YES,NO,,,,,31693,35000,10000,338307,0,YES,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY
2015,11733,LOOP LLC,6/29/15 10:25,29.46867,-90.25267,CRUDE OIL,,,0.04,,0,,,YES,,6/29/15 10:26,6/30/15 16:09,0,6/29/15 10:25,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,,CARBON STEEL,OTHER,,,,,NO,NO,NO,NO,,NO,,,,,2,142500,7500,0,0,NO,INCORRECT OPERATION,OTHER INCORRECT OPERATION
2015,22610,"MAGELLAN PIPELINE COMPANY, LP",6/26/15 12:20,39.1402,-94.60133,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),,0.16,,0.16,,,NO,"LEAK WAS FROM PRODUCT-WATER SEPARATOR, WHICH DID NOT IMPAIR FACILITY OPERATION ",,,0,6/26/15 12:20,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,,MATERIAL OTHER THAN CARBON STEEL,LEAK,,,OTHER,GASKET,NO,NO,NO,NO,,YES,,,,,20,500,9400,0,0,NO,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE
2015,32109,"ONEOK NGL PIPELINE, LLC",6/25/15 15:00,45.238011,-104.199821,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),,6,3.4,0,,,NO,RELEASE OCCURRED AT SCRAPER TRAP LAUNCHER.  LAUNCHER WAS ISOLATED FROM PIPELINE.,,,0,6/25/15 15:13,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,2014,MATERIAL OTHER THAN CARBON STEEL,LEAK,,,OTHER,O-RING ON SCRAPER TRAP CLOSURE,NO,NO,NO,NO,,NO,,,,,140,0,100,0,0,YES,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE
2015,18718,SUNOCO PIPELINE L.P.,6/23/15 16:25,32.07175,-96.47357,CRUDE OIL,,,0.36,,0,,,NO,LINE SEGMENT WAS ALREADY ISOLATED FROM THE FACILITY.,,,0,6/23/15 16:25,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,1952,CARBON STEEL,LEAK,,,OTHER,LEAK VIA OPEN VENT VALVE,NO,YES,NO,YES,YES,NO,YES,YES,,,22,30000,2000,1000,0,NO,INCORRECT OPERATION,OTHER INCORRECT OPERATION
2015,31684,PHILLIPS 66 PIPELINE LLC,6/23/15 8:30,38.215783,-103.562679,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GASOLINE (NON-ETHANOL),,0.01,,0,,,YES,,6/23/15 8:30,6/27/15 9:30,0,6/23/15 8:30,PIPELINE RIGHT-OF-WAY,UNDERGROUND,1971,CARBON STEEL,OTHER,,,,,NO,NO,NO,NO,,NO,,,,,0,80000,0,0,0,YES,EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE
2015,2552,COLONIAL PIPELINE CO,6/23/15 7:58,40.57667,-74.25472,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GASOLINE (NON-ETHANOL),,0.1,,0.1,,,YES,,6/23/15 8:15,6/24/15 18:15,0,6/23/15 7:58,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,UNDERGROUND,1964,MATERIAL OTHER THAN CARBON STEEL,LEAK,,,CONNECTION FAILURE,,NO,YES,NO,NO,,NO,,,YES,YES,10,60000,0,8000,0,NO,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE
2015,32537,WYOMING PIPELINE COMPANY,6/23/15 4:00,43.666603,-105.067905,CRUDE OIL,,,1,,1,,,NO,CRUDE CARRIERS HOSE BLEW OFF WHILE OFFLOADING,,,0,6/23/15 4:00,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,,MATERIAL OTHER THAN CARBON STEEL,LEAK,,,CONNECTION FAILURE,,NO,YES,NO,YES,YES,NO,,,,,30,0,7185,1330,300,NO,EQUIPMENT FAILURE,THREADED CONNECTION/COUPLING FAILURE
2015,26112,VALERO REFINING-TEXAS L.P.,6/22/15 13:00,29.706862,-95.249419,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,OTHER HVL,PROPYLENE,976,0,0,1,,YES,,6/22/15 13:00,6/26/15 15:15,0,6/22/15 13:05,PIPELINE RIGHT-OF-WAY,ABOVEGROUND,1996,CARBON STEEL,OTHER,,,,,NO,NO,NO,NO,,NO,,,,,688000,62000,0,0,26753,YES,OTHER OUTSIDE FORCE DAMAGE,"DAMAGE BY CAR, TRUCK, OR OTHER MOTORIZED VEHICLE/EQUIPMENT NOT ENGAGED IN EXCAVATION"
2015,31174,"SHELL PIPELINE CO., L.P.",6/22/15 12:58,29.70687777,-95.24941107,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,OTHER HVL,PROPYLENE,4.71,760,0,,,YES,,6/22/15 13:02,6/27/15 1:45,0,6/22/15 13:47,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,2002,CARBON STEEL,LEAK,,,OTHER,SEMI TRUCK DROVE OVER VLV,NO,NO,NO,NO,,NO,,,,,40000,1000000,200000,0,0,YES,OTHER OUTSIDE FORCE DAMAGE,"DAMAGE BY CAR, TRUCK, OR OTHER MOTORIZED VEHICLE/EQUIPMENT NOT ENGAGED IN EXCAVATION"
2015,22442,WEST TEXAS GULF PIPELINE CO,6/19/15 22:56,31.77691,-96.39599,CRUDE OIL,,,3300,,3100,,,YES,,6/19/15 23:01,6/21/15 0:20,0,6/19/15 23:54,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,2013,CARBON STEEL,LEAK,,,CONNECTION FAILURE,,NO,YES,NO,YES,YES,YES,,,,,11200,40000,403551,210000,0,NO,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE
2015,32537,WYOMING PIPELINE COMPANY,6/19/15 8:00,43.841176,-104.255425,CRUDE OIL,,,2,,1,,,NO,LINE WAS REPAIRED USING A LEAK CLAMP WHILE IN SERVICE,,,0,6/19/15 8:00,"ORIGINATED ON OPERATOR-CONTROLLED PROPERTY, BUT THEN FLOWED OR MIGRATED OFF THE PROPERTY",UNDERGROUND,1969,CARBON STEEL,LEAK,,,PINHOLE,,NO,YES,NO,YES,YES,YES,,,,,100,1200,7185,4000,0,YES,CORROSION FAILURE,EXTERNAL CORROSION
2015,31454,"NUSTAR LOGISTICS, L.P.",6/18/15 8:09,29.1425929,-95.9728079,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),,315,0,0,,,NO,PIPELINE WAS BLOCKED IN,,,0,6/22/15 18:55,PIPELINE RIGHT-OF-WAY,UNDERGROUND,1966,CARBON STEEL,LEAK,,,PINHOLE,,NO,NO,NO,NO,,NO,,,,,6383,271645,153556,0,7392,YES,CORROSION FAILURE,EXTERNAL CORROSION
2015,31454,"NUSTAR LOGISTICS, L.P.",6/18/15 4:09,28.57446,-96.93008,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),,8000,0,0,,,NO,"PRIOR TO THE LEAK, THE PIPELINE WAS BLOCKED IN FROM ONEOK TO MIDWAY PUMP STATION",,,0,6/18/15 8:05,PIPELINE RIGHT-OF-WAY,UNDERGROUND,1966,CARBON STEEL,RUPTURE,,,,,NO,NO,NO,NO,,NO,,,,,162120,648703,96840,0,14784,YES,CORROSION FAILURE,EXTERNAL CORROSION
